fecha,id_legislador,id_proyecto,organismo
2016-08-11 00:00:00,5146,131186,TRIBUNAL CUENTAS
2019-03-25 00:00:00,9891,143021,INAU*
2019-03-25 00:00:00,9891,143023,MINISTERIO INTERIOR
2019-03-25 00:00:00,9891,143019,INISA*
2018-11-03 00:00:00,9891,141805,INISA*
2018-05-16 00:00:00,9891,139765,INAU*
2017-10-03 00:00:00,9891,136897,COTRYBA*
2017-07-10 00:00:00,9891,135629,ONSC*
2017-06-08 00:00:00,9891,135191,COMISION NACIONAL HONORARIA ZOONOSIS
2017-06-06 00:00:00,9891,135133,AFE*
2017-04-24 00:00:00,9891,134493,MTSS*
2017-04-06 00:00:00,9891,134373,UTE*
2017-04-06 00:00:00,9891,134373,DIRECCION NACIONAL ENERGIA
2017-04-06 00:00:00,9891,134373,ADME*
2017-04-06 00:00:00,9891,134373,URSEA*
2017-04-03 00:00:00,9891,134275,MEC*
2017-04-03 00:00:00,9891,134270,MTSS*
2017-04-03 00:00:00,9891,134270,MIDES*
2016-05-03 00:00:00,9891,129398,MIDES*
2016-04-27 00:00:00,9891,129297,MIDES*
2016-03-08 00:00:00,9891,128543,SNIC*
2016-03-08 00:00:00,9891,128544,INAU*
2015-10-27 00:00:00,9891,127070,BPS*
2015-08-04 00:00:00,9891,125763,ONSC*
2015-08-04 00:00:00,9891,125766,INAU*
2015-08-04 00:00:00,9891,125767,SIRPA*
2015-03-20 00:00:00,9891,123841,ANTEL*
2015-03-20 00:00:00,9891,123840,ANTEL*
2015-03-20 00:00:00,9891,123842,MEF*
2015-03-20 00:00:00,9891,123844,ANCAP*
2015-03-20 00:00:00,9891,123843,BROU*
2019-03-14 00:00:00,1044,142825,MEF*
2019-03-14 00:00:00,1044,142825,MTOP*
2019-03-14 00:00:00,1044,142825,ANP*
2019-03-14 00:00:00,1044,142825,MGAP*
2019-03-14 00:00:00,1044,142825,DINARA*
2019-03-14 00:00:00,1044,142825,MVOTMA*
2019-03-14 00:00:00,1044,142825,INSTITUTO PROMOCION INVERSION Y EXPORTACIONES BIENES Y SERVICIOS
2018-05-17 00:00:00,1044,139767,MEC*
2016-10-24 00:00:00,1044,132262,INAU*
2016-09-14 00:00:00,1044,131662,MTOP*
2016-09-05 00:00:00,1044,131445,MINISTERIO INTERIOR
2016-07-11 00:00:00,1044,130678,ASSE*
2016-07-11 00:00:00,1044,130680,ASSE*
2016-07-11 00:00:00,1044,130682,MSP*
2016-06-06 00:00:00,1044,130069,MVOTMA*
2016-05-24 00:00:00,1044,129840,MGAP*
2016-05-24 00:00:00,1044,129841,MVOTMA*
2016-05-24 00:00:00,1044,129836,ANCAP*
2016-05-02 00:00:00,1044,129337,MVOTMA*
2016-04-28 00:00:00,1044,129315,OSE*
2016-04-28 00:00:00,1044,129316,ANCAP*
2016-04-28 00:00:00,1044,129317,MVOTMA*
2016-06-07 00:00:00,9913,130250,MEC*
2016-06-07 00:00:00,9913,130084,MEC*
2015-12-08 00:00:00,9913,127780,MVOTMA*
2019-02-11 00:00:00,8267,142481,MGAP*
2019-03-25 00:00:00,11524,143018,MVOTMA*
2019-03-25 00:00:00,11524,143022,MTOP*
2019-02-27 00:00:00,11524,142517,MIEM*
2019-02-27 00:00:00,11524,142519,MVOTMA*
2019-02-21 00:00:00,11524,142506,OSE*
2019-02-21 00:00:00,11524,142505,DINAMA*
2019-02-21 00:00:00,11524,142508,MGAP*
2019-02-21 00:00:00,11524,142507,MSP*
2018-12-17 00:00:00,11524,142217,BPS*
2018-11-26 00:00:00,11524,141957,MSP*
2018-10-30 00:00:00,11524,141706,AFE*
2018-10-03 00:00:00,11524,141444,DINAMA*
2018-10-02 00:00:00,11524,141426,MSP*
2018-09-13 00:00:00,11524,141238,MVOTMA*
2018-08-10 00:00:00,11524,140757,MIEM*
2018-08-10 00:00:00,11524,140757,AUTORIDAD REGULADORA NACIONAL RADIOPROTECCION
2018-07-03 00:00:00,11524,140342,COMISION NACIONAL HONORARIA ZOONOSIS
2018-06-29 00:00:00,11524,140280,MSP*
2018-06-29 00:00:00,11524,140282,COTRYBA*
2018-06-07 00:00:00,11524,140040,OSE*
2018-06-05 00:00:00,11524,139973,ASSE*
2018-05-23 00:00:00,11524,139822,MVOTMA*
2018-05-23 00:00:00,11524,139824,MVOTMA*
2018-05-18 00:00:00,11524,139784,INC*
2017-11-22 00:00:00,11524,137687,MGAP*
2017-08-31 00:00:00,11524,136458,ANEP*
2017-08-31 00:00:00,11524,136461,MGAP*
2017-08-29 00:00:00,11524,136428,ANEP*
2017-08-29 00:00:00,11524,136430,OSE*
2017-08-29 00:00:00,11524,136431,DINAGUA*
2017-07-13 00:00:00,11524,135720,MEC*
2017-06-21 00:00:00,11524,135355,MVOTMA*
2017-06-21 00:00:00,11524,135356,MDN*
2017-06-21 00:00:00,11524,135357,MTSS*
2017-06-06 00:00:00,11524,135131,MGAP*
2017-05-16 00:00:00,11524,134868,MVOTMA*
2017-05-11 00:00:00,11524,134808,ANCAP*
2017-05-11 00:00:00,11524,134808,INC*
2016-12-06 00:00:00,11524,133046,MIEM*
2016-12-06 00:00:00,11524,133047,MTSS*
2016-12-06 00:00:00,11524,133049,DNA*
2016-11-23 00:00:00,11524,132830,DINAMA*
2017-07-26 00:00:00,9900,135905,ONSC*
2017-07-24 00:00:00,9900,135884,CORTE ELECTORAL
2017-07-26 00:00:00,414,135905,ONSC*
2018-12-19 00:00:00,5131,142262,OSE*
2018-12-19 00:00:00,5131,142264,MVOTMA*
2018-12-19 00:00:00,5131,142265,MSP*
2018-12-13 00:00:00,5131,142177,PNN*
2018-12-13 00:00:00,5131,142176,MSP*
2018-12-13 00:00:00,5131,142179,DINAMA*
2018-12-13 00:00:00,5131,142178,ANCAP*
2018-12-13 00:00:00,5131,142175,OSE*
2018-12-13 00:00:00,5131,142174,MGAP*
2017-10-02 00:00:00,5131,136804,OSE*
2017-10-02 00:00:00,5131,136804,MGAP*
2017-10-02 00:00:00,5131,136804,MVOTMA*
2017-10-02 00:00:00,5131,136804,PNN*
2016-05-10 00:00:00,5131,129568,ASSE*
2016-05-03 00:00:00,5131,129417,ASSE*
2016-03-02 00:00:00,5131,128467,MSP*
2015-07-23 00:00:00,5131,125597,MSP*
2015-07-08 00:00:00,5131,125370,MSP*
2019-03-19 00:00:00,922,142934,DINAMA*
2018-08-22 00:00:00,922,140941,MVOTMA*
2018-08-14 00:00:00,922,140790,MTOP*
2018-07-03 00:00:00,922,140336,ANP*
2018-06-20 00:00:00,922,140174,ANV*
