,id_comision,id_senador,fecha_reunion,citacion,falta_con_aviso,falta_sin_aviso,licencia,otras_comisiones
0,1104,5246,2015-08-26,1,0,0,0,0
1,1104,5246,2015-09-02,1,0,0,0,0
2,1104,5246,2015-09-09,1,0,0,0,0
3,1104,5246,2015-10-21,1,0,0,0,0
4,1104,5246,2015-10-22,1,0,0,0,0
5,1104,5246,2015-11-16,1,0,0,0,0
6,1104,5246,2015-11-16,1,0,0,0,0
7,1104,5246,2015-11-17,1,0,0,0,0
8,1104,5246,2015-11-17,1,1,0,0,0
9,1104,5246,2015-11-23,1,0,0,0,0
10,1104,5246,2015-11-23,1,0,0,0,0
11,1104,5246,2015-11-24,1,0,0,0,0
12,1104,5246,2015-11-24,1,0,0,0,0
13,1104,5246,2015-11-25,1,0,0,0,0
14,1104,5246,2016-08-10,1,0,0,0,0
15,1104,5246,2016-08-15,1,0,0,0,0
16,1104,5246,2016-08-16,1,0,0,0,0
17,1104,5246,2016-08-16,1,0,0,0,0
18,1104,5246,2016-08-17,1,0,0,0,0
19,1104,5246,2016-08-17,1,0,0,0,0
20,1104,5246,2016-08-18,1,0,0,0,0
21,1104,5246,2016-08-18,1,0,0,0,0
22,1104,5246,2016-08-19,1,0,0,0,0
23,1104,5246,2016-08-22,1,0,0,0,0
24,1104,5246,2016-08-22,1,0,0,0,0
25,1104,5246,2016-08-23,1,0,0,0,0
26,1104,5246,2016-08-23,1,0,0,0,0
27,1104,5246,2016-08-26,1,0,0,0,0
28,1104,5246,2016-08-29,1,0,0,0,0
29,1104,5246,2016-08-30,1,0,0,0,0
30,1104,5246,2016-08-30,1,0,0,0,0
31,1104,5246,2016-08-31,1,0,0,0,0
32,1104,5246,2016-08-31,1,0,0,0,0
33,1104,5246,2016-09-01,1,0,0,0,0
34,1104,5246,2016-09-01,1,0,0,0,0
35,1104,5246,2016-09-02,1,0,0,0,0
36,1104,5246,2016-09-02,1,0,0,0,0
37,1104,5246,2016-09-05,1,0,0,0,0
38,1104,5246,2016-09-05,1,0,0,0,0
39,1104,5246,2016-09-06,1,0,0,0,0
40,1104,5246,2016-09-06,1,0,0,0,0
41,1104,5246,2016-09-07,1,0,0,0,0
42,1104,5246,2016-09-08,1,0,0,0,0
43,1104,5246,2017-08-10,1,0,0,0,0
44,1104,5246,2017-08-17,1,0,0,0,0
45,1104,5246,2017-08-17,1,0,0,0,0
46,1104,5246,2017-08-18,1,0,0,0,0
47,1104,5246,2017-08-21,1,0,0,0,0
48,1104,5246,2017-08-21,1,0,0,0,0
49,1104,5246,2017-08-22,1,0,0,0,0
50,1104,5246,2017-08-22,1,0,0,0,0
51,1104,5246,2017-08-23,1,0,0,0,0
52,1104,5246,2017-08-24,1,0,0,0,0
53,1104,5246,2017-08-24,1,0,0,0,0
54,1104,5246,2017-08-28,1,0,0,0,0
55,1104,5246,2017-08-28,1,0,0,0,0
56,1104,5246,2017-08-29,1,0,0,0,0
57,1104,5246,2017-08-29,1,0,0,0,0
58,1104,5246,2017-08-30,1,0,0,0,0
59,1104,5246,2017-08-30,1,0,0,0,0
60,1104,5246,2017-08-31,1,0,0,0,0
61,1104,5246,2017-08-31,1,0,0,0,0
62,1104,5246,2017-09-01,1,0,0,0,0
63,1104,5246,2017-09-04,1,0,0,0,0
64,1104,5246,2017-09-04,1,0,0,0,0
65,1104,5246,2017-09-05,1,0,0,0,0
66,1104,5246,2017-09-05,1,0,0,0,0
67,1104,5246,2017-09-06,1,0,0,0,0
68,1104,5246,2017-09-06,1,0,0,0,0
69,1104,5246,2017-09-07,1,1,0,0,0
70,1104,5246,2017-09-07,1,1,0,0,0
71,1104,5246,2017-09-08,1,0,0,0,0
72,1104,5246,2017-09-12,1,0,0,0,0
