,id_comision,id_senador,fecha_reunion,citacion,falta_con_aviso,falta_sin_aviso,licencia,otras_comisiones
0,311,9974,2015-04-21,1,0,0,0,0
1,311,9974,2015-04-28,1,0,0,0,0
2,311,9974,2015-05-12,1,0,0,0,0
3,311,9974,2015-05-19,1,0,0,0,0
4,311,9974,2015-05-26,1,1,0,0,0
5,311,9974,2015-06-02,1,0,0,0,0
6,311,9974,2015-06-23,1,0,0,0,0
7,311,9974,2015-06-30,1,0,0,0,0
8,311,9974,2015-07-07,1,0,0,0,0
9,311,9974,2015-07-21,1,0,0,0,0
10,311,9974,2015-09-15,1,0,0,0,0
11,311,9974,2015-10-13,1,0,0,0,0
12,311,9974,2015-10-20,1,0,0,0,0
13,311,9974,2016-03-08,1,1,0,0,0
14,311,9974,2016-03-15,1,0,0,0,0
15,311,9974,2016-04-05,1,0,0,0,0
16,311,9974,2016-04-26,1,1,0,0,0
17,311,9974,2016-05-10,1,0,0,0,0
18,311,9974,2016-05-17,1,0,0,0,0
19,311,9974,2016-05-24,1,0,0,0,0
20,311,9974,2016-06-07,1,0,0,0,0
21,311,9974,2016-06-14,1,0,0,0,0
22,311,9974,2016-06-21,1,0,0,0,0
23,311,9974,2016-07-19,1,1,0,0,0
24,311,9974,2016-07-26,1,0,0,0,0
25,311,9974,2016-08-02,1,0,0,0,0
26,311,9974,2016-08-09,1,0,0,0,0
27,311,9974,2016-08-12,1,1,0,0,0
28,311,9974,2016-08-19,1,1,0,0,0
29,311,9974,2016-08-26,1,1,0,0,0
30,311,9974,2016-09-30,1,1,0,0,0
31,311,9974,2016-10-04,1,0,0,0,0
32,311,9974,2016-10-18,1,0,0,0,0
33,311,9974,2016-11-01,1,0,0,0,0
34,311,9974,2016-11-08,1,0,0,0,0
35,311,9974,2016-11-15,1,0,0,0,0
36,311,9974,2016-11-29,1,0,0,0,0
37,311,9974,2016-12-14,1,1,0,0,0
38,311,9974,2017-03-07,1,0,0,0,0
39,311,9974,2017-03-14,1,0,0,0,0
40,311,9974,2017-03-21,1,0,0,0,0
41,311,9974,2017-03-28,1,0,0,0,0
42,311,9974,2017-04-18,1,0,0,0,0
43,311,9974,2017-04-25,1,0,0,0,0
44,311,9974,2017-05-02,1,0,0,0,0
45,311,9974,2017-05-09,1,0,0,0,0
46,311,9974,2017-05-16,1,0,0,0,0
47,311,9974,2017-05-30,1,0,0,0,0
48,311,9974,2017-06-06,1,0,0,0,0
49,311,9974,2017-06-13,1,0,0,0,0
50,311,9974,2017-06-20,1,0,0,0,0
51,311,9974,2017-06-27,1,0,0,0,0
52,311,9974,2017-07-11,1,0,0,0,0
53,311,9974,2017-07-25,1,0,0,0,0
54,311,9974,2017-08-15,1,0,0,0,0
55,311,9974,2017-08-22,1,0,0,0,0
56,311,9974,2017-09-19,1,0,0,0,0
57,311,9974,2017-10-10,1,0,0,0,0
58,311,9974,2017-10-17,1,0,0,0,0
59,311,9974,2017-10-31,1,0,0,0,0
60,311,9974,2017-11-07,1,0,0,0,0
61,311,9974,2017-11-14,1,0,0,0,0
62,311,9974,2017-11-21,1,0,0,0,0
63,311,9974,2017-12-05,1,0,0,0,0
64,311,9974,2017-12-12,1,0,0,0,0
65,311,9974,2018-03-06,1,0,0,0,0
66,311,9974,2018-03-13,1,0,0,0,0
67,311,9974,2018-04-03,1,0,0,0,0
68,311,9974,2018-04-10,1,0,0,0,0
69,311,9974,2018-04-17,1,0,0,0,0
70,311,9974,2018-05-08,1,0,0,0,0
71,311,9974,2018-05-22,1,0,0,0,0
72,311,9974,2018-05-24,1,0,0,0,0
73,311,9974,2018-05-29,1,0,0,0,0
74,311,9974,2018-06-05,1,0,0,0,0
75,311,9974,2018-06-12,1,0,0,0,0
76,311,9974,2018-06-20,1,0,0,0,0
77,311,9974,2018-07-17,1,0,0,0,0
78,311,9974,2018-07-24,1,0,0,0,0
79,311,9974,2018-07-31,1,0,0,0,0
80,311,9974,2018-08-14,1,0,0,0,0
81,311,9974,2018-10-09,1,0,0,0,0
82,311,9974,2018-10-22,1,0,0,0,0
83,311,9974,2018-10-23,1,0,0,0,0
84,311,9974,2018-11-06,1,0,0,0,0
85,311,9974,2018-11-13,1,0,0,0,0
86,311,9974,2018-11-27,1,0,0,0,0
87,311,9974,2018-12-04,1,0,0,0,0
88,311,9974,2018-12-11,1,0,0,0,0
89,311,9974,2018-12-18,1,0,0,0,0
90,311,9974,2019-03-12,1,0,0,0,0
91,311,9974,2019-03-19,1,0,0,0,0
